Compound,Compound_ID,Accepted,Adducts,Formula,Score,Fragmentation_Score,Mass_Error_ppm,Isotope_Similarity,Theoretical_Isotope_Distribution,Link,Description,Neutral_mass_Da,mz,Charge,Retention_time_min,Reason_of_identification,Number_of_identifications,Maximum_score,Second_highest_score,HYG_001,HYG_002,HYG_003,HYG_004,HYG_005,HYG_006,HYG_008,HYG_009,HYG_010,HYG_011,HYG_012,HYG_013,HYG_014,HYG_015,HYG_016,HYG_017,HYG_018,HYG_019,HYG_020,HYG_021,HYG_022,HYG_023,HYG_024,HYG_025,HYG_026,HYG_027,HYG_028,HYG_029,HYG_030,HYG_031,HYG_032,HYG_033,HYG_034,HYG_035,HYG_036,HYG_037,HYG_038,HYG_039,HYG_040,HYG_041,HYG_042,HYG_043,HYG_044,HYG_045,HYG_046,HYG_047,HYG_048,HYG_049,HYG_050,HYG_051,HYG_052,HYG_053,HYG_054,HYG_055,HYG_056,HYG_057,HYG_058,HYG_059,HYG_060,HYG_061
4.58_637.0190m/z,CSID65327247,*,M+K,C26H32Br2O6,22.9,0,-1.198002032,16.02668154,50.1 - 14.4 - 100 - 28.3 - 52.5 - 14.3 - 2.54 - 0.341,http://nonlinear.com/redirect/outbound?p=chemspider&param=65327247,"1,1′-[(1E)-6,6-Dibromo-2,4-dimethyl-1,5-hexadiene-1,3-diyl]bis(2,4,5-trimethoxybenzene)",NA,637.0190046,1,4.583366667,Only identification found,1,22.9,22.9,113.0488703,35.82697155,60.23599176,0,20.29556274,0,93.04194618,14.8865962,49.04144636,87.10135357,128.2664829,0,0,0,112.4912098,50.12800133,0,89.04764278,104.7172995,0,100.4573082,111.8757288,121.3771284,0,77.70483387,112.1056366,44.13163741,0,46.9825852,0,58.29840648,73.32535305,17.65258789,144.8396616,0,0,131.6189467,66.51266471,248.9143969,0,160.6136104,169.1528028,0,107.8888261,0,31.73443604,16.40283203,37.55845471,35.3817749,125.085904,0,0,0,0,0,0,0,202.3342842,98.50592852,0
4.58_506.1445m/z,CSID8498489,*,M+Na,C22H29NO9S,36,0,-2.027673475,82.6325523,100 - 25.6 - 9.52 - 1.84 - 0.325,http://nonlinear.com/redirect/outbound?p=chemspider&param=8498489,"O-Ethyl {4-[(2,3,4-tri-O-acetyl-6-deoxy-α-L-mannopyranosyl)oxy]benzyl}carbamothioate",NA,506.144544,1,4.583366667,Only identification found,1,36,36,178.2642255,225.6298256,586.1790648,40.22370066,432.878769,0,223.2408148,228.5142411,308.5232474,820.5692712,413.6784445,0,0,0,528.1347858,855.2049709,0,258.0828788,448.826855,0,617.6074949,434.1454465,748.4503975,0,708.7243917,1181.296282,496.6820906,0,802.2195228,0,650.6486654,721.6650848,177.3672199,696.2013242,0,497.2964633,1048.450634,353.6630637,380.6355355,0,234.0922145,736.4061693,409.9437263,678.4792434,0,165.1143827,265.8583593,780.8288806,330.4495401,395.5153801,0,0,0,0,0,347.4826336,0,378.6814019,561.1524316,0
4.58_230.0382m/z,CSID65323553,*,M+H,C8H5F6N,47.8,55.6,-7.182407815,91.37445889,100 - 9.08 - 0.364,http://nonlinear.com/redirect/outbound?p=chemspider&param=65323553,2-Fluoro-5-(pentafluoroethyl)aniline,NA,230.0382494,1,4.583366667,Maximum score by at least 10 points,8,47.8,37.8,12.01860809,0,89.34737301,7.252792358,20.48305511,0,36.36993384,27.13844299,37.38750458,69.06948757,22.05704498,0,0,0,86.49989986,75.03240967,0,0,25.93393707,0,106.2370682,16.57189894,99.16421509,0,68.53273773,127.9811401,85.68607665,0,101.1821594,0,84.13555908,78.73455811,19.29885864,88.53831577,0,77.42662048,132.2095032,40.06630707,38.89834642,0,0,44.27179718,18.92746735,22.82223415,4.288643003,18.70188904,49.41772318,112.365159,23.78544617,0,0,0,0,0,0,33.99925232,0,20.62656403,81.37325205,0
4.57_506.2814m/z,CSID65324990,*,M+H,C33H35N3O2,33.4,1.03,2.321041585,68.78956491,100 - 37.3 - 7.16 - 0.944,http://nonlinear.com/redirect/outbound?p=chemspider&param=65324990,1-[6-(Aminomethyl)-2-methoxy-3-quinolinyl]-4-(dimethylamino)-2-(1-naphthyl)-1-phenyl-2-butanol,NA,506.2813762,1,4.56815,Only identification found,1,33.4,33.4,0,0,0,0,0,0,0,0,0,0,15.99062843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.54_204.1473m/z,CSID15147,*,M+NH4,C12H14N2+2,38.5,1.64,-6.291727062,98.02223064,100 - 13.9 - 0.89,http://nonlinear.com/redirect/outbound?p=chemspider&param=15147,Esgram,NA,204.1472555,1,4.537733333,Only identification found,1,38.5,38.5,0,0,0,0.303101325,0,0,0,0,0,0,0,0,0,0,0,0,0.002559434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.343926442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89176402724223e-05,0,0,0,3.994191616,0,0,0,0,0
4.48_303.1884m/z,CSID24603974,*,M+NH4,C18H20FNO,37.2,3.63,5.769591248,89.08840593,100 - 20.1 - 2.12 - 0.156,http://nonlinear.com/redirect/outbound?p=chemspider&param=24603974,"N,N-Diethyl-4′-fluoro-2′-methyl-3-biphenylcarboxamide",NA,303.1883627,1,4.483516667,Only identification found,1,37.2,37.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.46_406.2087m/z,CSID8485,*,M+Na,C21H38BrN,28.6,0,1.962393605,45.55784893,100 - 23.5 - 99.9 - 23.1 - 2.58 - 0.184,http://nonlinear.com/redirect/outbound?p=chemspider&param=8485,Cetylpyridinium Bromide,NA,406.2087347,1,4.464483333,Only identification found,1,28.6,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.015930176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.325512621,0,0,0,0,0
4.45_837.6575m/z,CSID35013996,*,2M+H,C30H42O,33.5,0,3.696972538,71.92113605,100 - 33 - 5.46 - 0.608,http://nonlinear.com/redirect/outbound?p=chemspider&param=35013996,"3,5,5-Trimethyl-4-[(1E,3Z,5E,7E,9E,11Z,13E)-3,7,12,16-tetramethyl-1,3,5,7,9,11,13,15-heptadecaoctaen-1-yl]-3-cyclohexen-1-ol",NA,837.6575015,1,4.453083333,Only identification found,1,33.5,33.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.45_562.3045m/z,CSID65324399,*,M+Na,C29H42ClN7O,30.2,0,2.399538838,53.6878123,100 - 34.4 - 37.9 - 11.7 - 1.97 - 0.226,http://nonlinear.com/redirect/outbound?p=chemspider&param=65324399,"4-({[2′-({trans-4-[(6-Aminohexyl)amino]cyclohexyl}amino)-5′-chloro-2,4′-bipyridin-6-yl]amino}methyl)tetrahydro-2H-pyran-4-carbonitrile",NA,562.3044518,1,4.445466667,Only identification found,1,30.2,30.2,84.15305403,0,46.76815796,264.3289466,0,0,0,0,229.1390808,15.21566772,246.4128723,0,0,0,0,0,122.1113896,0,0,0,92.11911058,0,18.20214844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.63891602,0,13.84643555,51.50781298,184.7900154,13.69567871,71.05517578,0,0,0,0,0,0,0,0,0,0,0,114.775085,0
4.40_641.2716m/z,CSID34499583,*,M+H,C46H32N4,31.9,0,2.547527361,62.72094013,100 - 51.6 - 13 - 2.15 - 0.26,http://nonlinear.com/redirect/outbound?p=chemspider&param=34499583,"4,4′,4″,4‴-(1,1,2,2-Ethenetetrayltetra-4,1-phenylene)tetrapyridine",NA,641.2716045,1,4.403633333,Only identification found,1,31.9,31.9,114.2348628,449.5488892,193.0708027,0,38.8392334,0,0,0,0,194.3729544,21.16931152,0,0,0,0,71.08123779,57.07006884,27.79742432,0,0,0,0,16.7409668,0,0,35.23248243,0,0,0,0,0,0,0,0,0,135.7947178,14.478302,0,0,0,31.67535448,74.28323364,206.1560369,51.07559156,58.15219116,0,100.2221375,0,0,0,0,0,0,0,0,0,0,0,0,0
4.40_569.0259m/z,CSID65326669,*,M+H-2H2O,C16H24F6N4NiO6S2,30.2,0,0.463905872,51.32752529,100 - 20.9 - 50.9 - 11.9 - 11 - 2.25 - 2.29 - 0.445 - 0.205,http://nonlinear.com/redirect/outbound?p=chemspider&param=65326669,"Nickel(2+) trifluoromethanesulfonate - 1,4-dimethyl-7-(2-pyridinylmethyl)-1,4,7-triazonane (1:2:1)",NA,569.0259163,1,4.403633333,Only identification found,1,30.2,30.2,176.6437756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.7342031,0,0,16.14456129,0,0,20.47280884,0,0,0,14.12179565,0,0,0,0,0,0,0,0,0
4.22_466.3193m/z,CSID65327799,*,M+NH4,C27H36N4O2,35.4,0.161,3.689473999,81.32237143,100 - 31.2 - 5.1 - 0.583,http://nonlinear.com/redirect/outbound?p=chemspider&param=65327799,N-Methylleucyl-N-[2-(1H-indol-3-yl)ethyl]-Nalpha-methylphenylalaninamide,NA,466.3193055,1,4.22485,Only identification found,1,35.4,35.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7823639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.67508581,0,0,0,0,0,0
4.22_1111.2918m/z,CSID30776753,*,M+H,C52H54O27,30.5,0,-0.65488463,53.20826449,100 - 57.9 - 22 - 6.27 - 1.48 - 0.3,http://nonlinear.com/redirect/outbound?p=chemspider&param=30776753,"7-(β-D-Glucopyranosyloxy)-5-hydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-3-yl 6-O-[(2E)-3-(3,4-dihydroxyphenyl)-2-propenoyl]-2-O-{6-O-[(2E)-3-(4-hydroxy-3-methoxyphenyl)-2-propenoyl]-β-D-glucopy
ranosyl}-α-D-glucopyranoside",NA,1111.291795,1,4.22105,Only identification found,1,30.5,30.5,1228.406161,1604.500265,834.9396013,1070.71745,1016.874809,0,1370.116319,349.7314463,1027.222524,1053.070682,961.2127134,0,0,0,479.9200927,926.5810168,0,100.7470694,780.2454498,0,510.7156389,961.235093,449.022584,0,0,682.83558,474.1828863,0,68.90716553,0,186.7849741,433.0769043,132.3391724,635.6185245,0,37.32342482,556.8800073,91.5968008,458.0917897,0,1518.691859,873.1221333,1835.038846,1122.694508,1054.290674,831.7476503,1215.328384,928.4730547,138.8894653,160.4504995,0,0,0,0,16.18237352,0,0,523.7939375,306.9238446,0
4.22_1043.3043m/z,CSID32741572,*,2M+H,C28H32N3PSe,19.5,0,-2.660481831,0.475903802,1.75 - 0.556 - 18.5 - 20.9 - 52.5 - 15.7 - 100 - 31.2 - 22 - 5.93 - 0.871,http://nonlinear.com/redirect/outbound?p=chemspider&param=32741572,"N,N-Diisopropyl-3,5-dimethyl-4,5-dihydro-3H-dinaphtho[2,1-d:1′,2′-f][1,3,2]diazaphosphepin-4-amine 4-selenide",NA,1043.304315,1,4.21725,Only identification found,1,19.5,19.5,1537.662776,1927.025574,967.5460144,1345.902462,1205.301316,0,1564.522535,457.4048408,1262.487088,1323.779506,1164.410095,0,0,0,590.7529879,1080.597066,396.8317791,342.2635469,1278.497399,0,697.5675824,1292.039924,502.6467195,0,511.0053101,1009.017959,596.5337549,0,523.9814453,0,482.8949243,843.5184326,427.602351,883.9614956,0,702.7835093,872.0087519,648.5545669,705.601306,0,1737.894212,1103.102742,2228.707302,1371.960489,1222.670248,990.2842955,1461.068753,1106.327153,531.4881512,698.3582775,120.6917102,0,0,0,608.8945904,0,49.29888916,942.4457436,716.0420151,0
4.22_737.3599m/z,CSID79536130,*,M+NH4,C36H45N7O9,32.3,0,-2.531366079,64.42898228,100 - 42.4 - 10.6 - 1.96 - 0.292,http://nonlinear.com/redirect/outbound?p=chemspider&param=79536130,"2-[(2R)-1-(14-{[2-(2,6-Dioxo-3-piperidinyl)-1,3-dioxo-2,3-dihydro-1H-isoindol-4-yl]amino}-3,6,9,12-tetraoxatetradec-1-yl)-2-methyl-2-pyrrolidinyl]-1H-benzimidazole-4-carboxamide",NA,737.3598806,1,4.21725,Only identification found,1,32.3,32.3,443.2589945,626.0328715,302.3601836,396.2474132,281.2128384,0,474.585637,25.3661499,253.985398,402.7479577,355.5291454,0,0,0,84.24938965,273.4967706,17.18554286,0,321.9116812,0,175.1512727,325.0084061,97.28670131,0,0,252.9658813,106.3448376,0,0,0,108.4806824,111.8003953,42.52810669,140.7165546,0,55.70285933,169.8007009,104.6843496,137.0806793,0,513.9043154,270.7164785,683.908223,410.085248,298.0831184,297.0483251,394.5447182,226.4195777,10.28027344,21.20663452,21.54309082,0,0,0,31.69790649,0,0,126.7830032,124.8612366,0
4.11_166.1545m/z,CSID63433,*,M+NH4,C6H16N2O2,26.3,4.2,-3.217467359,30.91331754,100 - 7.48 - 0.654,http://nonlinear.com/redirect/outbound?p=chemspider&param=63433,ethylene glycol bis(2-aminoethyl) ether,NA,166.154527,1,4.113583333,Only identification found,1,26.3,26.3,0,0,0,0,0,0,0,0,0,0,0,11.33995819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.6169963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.5090108,0,73.90881148,0,0,0,0,0,0
4.05_466.3186m/z,CSID65327799,*,M+NH4,C27H36N4O2,36.2,1.35,2.038664916,82.13717322,100 - 31.2 - 5.1 - 0.583,http://nonlinear.com/redirect/outbound?p=chemspider&param=65327799,N-Methylleucyl-N-[2-(1H-indol-3-yl)ethyl]-Nalpha-methylphenylalaninamide,NA,466.3185654,1,4.052733333,Only identification found,1,36.2,36.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.6791372,0,0,0,0,0,0,0,0,0,0,0,0.000777162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.02_378.2398m/z,CSID4941514,*,M+K,C20H37NO3,35.4,0,-2.195634165,79.44155249,100 - 22.5 - 3.04 - 0.304,http://nonlinear.com/redirect/outbound?p=chemspider&param=4941514,oleoylglycine,NA,378.2397572,1,4.0223,Only identification found,1,35.4,35.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.98_208.8877m/z,CSID13058,*,M+H-2H2O,C7H4Cl4O,25.5,0,-0.342943826,28.08088939,77.9 - 5.97 - 100 - 7.64 - 48.2 - 3.68 - 10.4 - 0.789 - 0.86,http://nonlinear.com/redirect/outbound?p=chemspider&param=13058,"2,3,4,6-TETRACHLOROANISOLE",NA,208.8876884,1,3.984266667,Only identification found,1,25.5,25.5,0,0,0,0,0,0,0,0,0,0,0,366.0358887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322.4092493,0,0,0,0,0,0,0,0,0,0,0,0,0,1567.530516,0,0,0,0,0,0
3.94_517.9785m/z,CSID65328837,*,M+K,C18H13BCl3F4N3O,21.1,0,0.066236122,5.729435448,23.6 - 100 - 42.9 - 98.1 - 26.8 - 32.7 - 7.14 - 3.94 - 0.712,http://nonlinear.com/redirect/outbound?p=chemspider&param=65328837,"2-(2,4,6-Trichlorophenyl)-6,10b-dihydro-4H,5aH-indeno[2,1-b][1,2,4]triazolo[4,3-d][1,4]oxazin-2-ium tetrafluoroborate",NA,517.9785278,1,3.938616667,Only identification found,1,21.1,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.480224609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.63705397,0,0,0,0,0,0,0,0,0,132.2749349,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.93_512.3026m/z,CSID35013912,*,M+H,C30H41NO6,37.5,21.2,3.841901508,70.77961716,100 - 33.5 - 6.67 - 0.982 - 0.116,http://nonlinear.com/redirect/outbound?p=chemspider&param=35013912,"(7E,13Z)-3-Benzyl-5,6,12-trihydroxy-4,5,10,12-tetramethyl-1-oxo-2,3,3a,4,5,6,6a,9,10,11,12,15-dodecahydro-1H-cycloundeca[d]isoindol-15-yl acetate",NA,512.3026288,1,3.9272,Only identification found,1,37.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.6300489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541.79934,0,0,0,0,0,0,0,0,0,129.5831304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.89_241.9993m/z,CSID10580108,*,M+K,C9H5F4N,38.3,0,1.443647583,93.43736932,100 - 10.2 - 0.463,http://nonlinear.com/redirect/outbound?p=chemspider&param=10580108,"N-Methyl-4,5,6,7-Tetrafluoro-2H-isoindole",NA,241.9992632,1,3.885366667,Only identification found,1,38.3,38.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433.778124,0,0,0,0,0,0,0,0,0,0,1655.568609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691.5081166,0,0,0,0,0,0,0
3.86_420.0660m/z,CSID65327282,*,M+NH4,C14H21Cl3N2O3S,26.8,0.0271,-4.24051275,38.88647562,97.7 - 16.6 - 100 - 16.8 - 36.1 - 5.96 - 5.24 - 0.825 - 0.243,http://nonlinear.com/redirect/outbound?p=chemspider&param=65327282,"2,2,2-Trichloroethyl [4-(dimethylamino)-1-phenylbutyl]sulfamate",NA,420.0659677,1,3.858733333,Only identification found,1,26.8,26.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.190679041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.81_144.1258m/z,CSID2280,*,M+H-H2O,C7H17N2O2+,38.4,0.653,3.803374293,95.54980816,100 - 8.57 - 0.736,http://nonlinear.com/redirect/outbound?p=chemspider&param=2280,Bethanechol,NA,144.1257786,1,3.808316667,Only identification found,1,38.4,38.4,2.229328694,0.000388103,0,0,0,0,0.330407094,0,0,0.075264393,0,0,219.223458,10131.07354,0.596084437,0.206763614,0,0,0,0,0.243801524,3.054851997,0,0.041538945,0,0,0,0,0,0,0,0,0,0,0,0.015609904,0,0,0.656451047,0,0.692248691,0.047879942,0,0,0,0,1.445531417,0,0,0,0,0,0.115258144,0,0.031262895,0,0,0.009941014,0,0
3.80_615.1041m/z,CSID35013682,*,M+K,C34H24O9,33.1,0,-1.955596895,67.69018306,100 - 37.4 - 8.64 - 1.49 - 0.209,http://nonlinear.com/redirect/outbound?p=chemspider&param=35013682,"3-(2,4-Dihydroxyphenyl)-7-(6-hydroxy-1-benzofuran-2-yl)-13-methyl-4,14-dioxapentacyclo[11.7.1.0~2,11~.0~5,10~.0~15,20~]henicosa-2,5,7,9,11,15,17,19-octaene-9,17,21-triol",NA,615.1040634,1,3.800716667,Only identification found,1,33.1,33.1,97.19824935,0,110.5547193,441.5254789,2.867873214,0,0,0,287.0011218,160.3789413,16.3937068,0,0,0,38.67404222,18.73016209,0,15.64047289,135.5188538,0,149.248401,44.82604382,17.59424249,0,0,91.65305139,14.96206665,0,59.01846313,0,15.59042406,98.21664927,0,181.6556396,0,0,97.95885071,43.87955346,15.33856249,0,1.656454107,18.70170222,0.902760063,31.07673765,248.2998566,253.6430425,306.5749736,68.24691772,49.97695875,50.62911987,0,0,0,0,0,0,0,81.8418889,40.73117065,0
3.79_528.1995m/z,CSID29763592,*,M+H-2H2O,C35H33NO4S,34.3,0.307,0.521649737,71.82159388,100 - 39.6 - 13 - 3.03 - 0.54,http://nonlinear.com/redirect/outbound?p=chemspider&param=29763592,"7-[3-(3,5-Dimethylphenoxy)-1-propyn-1-yl]-1,3-dimethyl-9-[(4-methylphenyl)sulfonyl]-6,8,9,10-tetrahydrochromeno[3,4-f]isoindole",NA,528.1994709,1,3.793116667,Only identification found,1,34.3,34.3,1038.806758,1002.047754,1056.694775,1138.382381,1390.575172,0,873.3127484,673.3179592,1173.799305,1296.882397,955.1238508,0,0,0,1034.245515,1310.435401,0,438.7533822,664.1873388,0,906.6203768,1135.900339,1092.052262,0,341.2401733,780.873903,793.1114564,0,395.7996011,0,402.4555655,517.8724703,355.9311672,807.1936789,0,0.245621548,1165.066373,300.7851609,758.1617044,0,1366.059939,1126.313541,1387.793352,1375.922269,905.9419327,1234.884,981.1783495,956.4966577,410.1888733,358.9732749,0,0,0,0,0,0,0,457.9264516,492.5848069,0
3.79_462.1025m/z,CSID65328850,*,M+NH4,C21H21BrN2O4,28.1,0.639,0.509808934,40.47344449,99.2 - 23.6 - 100 - 23.4 - 3.45 - 0.381,http://nonlinear.com/redirect/outbound?p=chemspider&param=65328850,Ethyl 3-(4-bromophenyl)-1-[(4-methylbenzoyl)amino]-5-oxoprolinate,NA,462.1025209,1,3.793116667,Only identification found,1,28.1,28.1,99.95251721,82.41481918,145.6219023,314.4839361,94.92834028,0,105.4768048,11.85480815,334.7559305,276.1574513,18.87431335,0,0,0,240.0877717,273.6921711,0,23.36795092,147.2909156,0,150.591747,197.7254127,149.8831647,0,0,218.4992091,87.34317695,0,24.97798522,0,28.1491331,142.7693476,0,288.9363664,0,0,268.5422929,29.47366333,71.73977661,0,205.7045955,148.4870669,86.64244301,197.0000094,220.8815259,308.1633827,265.3861142,64.00572478,61.03570948,131.0137787,0,0,0,0,0,0,0,151.0326479,115.2297868,0
3.79_188.8996m/z,CSID60844,*,M+H,C2H4S5,34.2,0,3.679242209,75.42236358,100 - 6.21 - 22.8 - 1.23 - 2.18 - 0.1 - 0.113,http://nonlinear.com/redirect/outbound?p=chemspider&param=60844,Lenthionine,NA,188.8996227,1,3.793116667,Only identification found,1,34.2,34.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.2416436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.74242131,0,0,0,111.8262905,18.61083984,24.00341892,58.54223728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.76_188.1565m/z,CSID3399121,*,M+H-2H2O,C12H21N3O,35.4,0,8.507086587,86.56657474,100 - 14.4 - 1.16,http://nonlinear.com/redirect/outbound?p=chemspider&param=3399121,N-[3-(1H-Imidazol-1-yl)propyl]hexanamide,NA,188.1565076,1,3.758883333,Only identification found,1,35.4,35.4,1.101252195,2.484519516,1.681425822,1.204900559,0.801811743,0,2.547356414,0,0.521466778,0.32292526,0.740709641,0,17.08910193,0,1.11002139,1.777506633,0,0.145742529,1.753743308,0,1.813722731,0.661336533,0.418502677,0,0.038126533,2.846444906,0.017507523,0,0,0,0.008577505,0.436693778,0.017091706,2.825555509,0,0,0.892794567,0.080873162,2.442171318,0,0.060873994,0.349705378,0.540792096,0.840961999,1.17045873,0.839030044,1.141885881,1.459815484,0.054213821,0.063001942,0,0,0,0,0,0,0,0.256529411,0.084285057,0.648111631
3.74_208.8866m/z,CSID13058,*,M+H-2H2O,C7H4Cl4O,24.5,0,-4.646707918,28.08088939,77.9 - 5.97 - 100 - 7.64 - 48.2 - 3.68 - 10.4 - 0.789 - 0.86,http://nonlinear.com/redirect/outbound?p=chemspider&param=13058,"2,3,4,6-TETRACHLOROANISOLE",NA,208.8866387,1,3.743666667,Only identification found,1,24.5,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,34.53052445,0,0,895.2009163,0,0,0,0,0,0,856.4785938,0,0,0,318.1125612,0,0,0,0,0,0,1327.917589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1387.645027,0,0,0,0,0,0,0
3.71_298.1861m/z,CSID19265421,*,M+H-H2O,C13H25N5O4,36.8,0,-3.863257742,88.72983403,100 - 16.3 - 2.08 - 0.194,http://nonlinear.com/redirect/outbound?p=chemspider&param=19265421,"Bis(2-methyl-2-propanyl) (2-azido-1,3-propanediyl)biscarbamate",NA,298.1861481,1,3.713233333,Only identification found,1,36.8,36.8,0,0,0,0,0,0,0,0,0,0,0,0,2.306949131,0,0,0,2926.174948,0,0,0,0,0,0,0,0,0,0,113.1214728,0,0,0,0,0,0,0,2108.538775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00487869,0,30.83268605,88.32112145,0,0,0,0,0,0
3.70_176.1826m/z,CSID29272827,*,M+NH4,C9H21Si,36.3,0,-1.644506351,83.52200544,100 - 15.1 - 4.3 - 0.369,http://nonlinear.com/redirect/outbound?p=chemspider&param=29272827,Diisobutyl(methyl)silane,NA,176.1826425,1,3.701816667,Only identification found,1,36.3,36.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.70_594.2001m/z,CSID30774114,*,M+Na,C29H41NO3Sn,20.2,0.381,0.118724148,0.72908448,2.64 - 0.852 - 1.94 - 1.52 - 39.9 - 33.7 - 74.8 - 46.1 - 100 - 30.4 - 17.8 - 4.71 - 16.5 - 5.18 - 0.901 - 0.112,http://nonlinear.com/redirect/outbound?p=chemspider&param=30774114,"2-(2-(((Tributylstannyl)methoxy)methyl)benzyl)isoindoline-1,3-dione",NA,594.2001275,1,3.698016667,Only identification found,1,20.2,20.2,331.7327291,220.6567367,271.3780888,239.7341117,253.5501192,0,233.9579979,0,352.2063575,358.3967712,193.4720071,0,0,0,381.9555168,220.8552945,0,29.84033203,355.774755,0,289.7364203,280.0733057,480.3064622,0,68.17331076,264.1416658,207.3160686,0,0,0,74.75793457,207.7148923,33.96313477,367.175311,0,0,610.2291677,39.41894531,18.85797215,0,362.4217597,271.8151901,308.817269,248.6767579,314.9677908,316.0878714,358.8243542,127.0518451,111.2728262,18.2479248,0,0,0,0,0,0,0,155.4197596,132.19302,0
3.69_524.2191m/z,CSID65324709,*,M+H,C29H26FN7O2,33.6,0.322,-2.707964639,70.83591232,100 - 34.3 - 6.12 - 0.755,http://nonlinear.com/redirect/outbound?p=chemspider&param=65324709,"(2E)-2-[(2-{[4-Amino-3-(2-fluoro-4-phenoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-1-yl]methyl}-1-pyrrolidinyl)carbonyl]-3-cyclopropylacrylonitrile",NA,524.2190606,1,3.694216667,Maximum score by at least 10 points,2,33.6,19.9,0,0,0,0,0,0,0,0,0,0,1.013134256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
