Compound,Compound_ID,Accepted,Adducts,Formula,Score,Fragmentation_Score,Mass_Error_ppm,Isotope_Similarity,Theoretical_Isotope_Distribution,Link,Description,Neutral_mass_Da,mz,Charge,Retention_time_min,Reason_of_identification,Number_of_identifications,Maximum_score,Second_highest_score,HYG_001,HYG_002,HYG_003,HYG_004,HYG_005,HYG_006,HYG_008,HYG_009,HYG_010,HYG_011,HYG_012,HYG_013,HYG_014,HYG_015,HYG_016,HYG_017,HYG_018,HYG_019,HYG_020,HYG_021,HYG_022,HYG_023,HYG_024,HYG_025,HYG_026,HYG_027,HYG_028,HYG_029,HYG_030,HYG_031,HYG_032,HYG_033,HYG_034,HYG_035,HYG_036,HYG_037,HYG_038,HYG_039,HYG_040,HYG_041,HYG_042,HYG_043,HYG_044,HYG_045,HYG_046,HYG_047,HYG_048,HYG_049,HYG_050,HYG_051,HYG_052,HYG_053,HYG_054,HYG_055,HYG_056,HYG_057,HYG_058,HYG_059,HYG_060,HYG_061
0.64_674.3763n,CSID9716843,*,"M+H, M+NH4, M+K, M+Na",C36H54N2O10,37.7,0,-2.303758019,91.35675235,100 - 40.7 - 10.1 - 1.87 - 0.282,http://nonlinear.com/redirect/outbound?p=chemspider&param=9716843,leucascandrolide A congener,674.3762924,692.4101179,1,0.642566667,Only identification found,1,37.7,37.7,137610.5494,105562.4754,103643.5561,95669.86826,76265.36253,0,88023.48988,36549.73555,101873.5944,101775.0445,74076.59076,57960.2887,95228.65341,80.63661382,64185.25969,94262.01946,127655.3612,29141.28996,133525.6058,104407.8824,68987.83656,86324.5095,71200.34844,129331.6033,71173.66431,133594.612,72967.14654,36084.97423,40528.44288,825.7236416,50849.1804,5633.448257,51428.3153,100552.8337,178265.7758,3154.818238,104471.6248,72368.32567,62283.55037,224.2622414,80719.92654,79143.10933,154773.7313,83121.31796,87932.04373,95221.13888,79160.7855,97686.46285,38371.73038,48101.22917,137061.4455,0,196921.8615,0,4094.831542,2043.279657,256.9223529,72613.17526,65835.89337,988.2099112
0.52_219.1618n,CSID30774160,*,"M+H, M+Na, M+H-H2O",C14H21NO,26.6,6.05,-2.484316105,29.66990201,100 - 15.8 - 1.37,http://nonlinear.com/redirect/outbound?p=chemspider&param=30774160,"4-(tert-Butyl)-3,4,5,6-tetrahydro-1H-benzo[f][1,4]oxazocine",219.1617695,242.1509902,1,0.517033333,Only identification found,1,26.6,26.6,308.3809029,361.9948426,392.3755263,425.034436,347.3861592,0,382.4819979,0,388.4040437,392.0558834,511.4591194,41.40782032,0,0.184617854,351.3296354,353.5192834,322.9007647,225.5076526,310.845146,0,315.8597065,413.4014108,375.5536461,0,65.91774702,238.5595863,354.0946219,0,128.2997136,0,215.0708241,795.8869955,198.764595,214.3745642,37.03377401,0,239.808274,154.8860321,387.6309097,0,391.4922965,287.0804174,281.4008453,380.307489,409.0460447,243.1859618,355.8383823,333.2775159,144.3311252,165.8321549,0,0,85.13616292,0,0,0,0,205.7966641,197.8870085,0
1.47_113.0599n,CSID568,*,"M+H, 2M+H, M+K",C4H7N3O,38,1.06,8.933011285,98.85994931,100 - 5.54 - 0.334,http://nonlinear.com/redirect/outbound?p=chemspider&param=568,Creatinine,113.059922,114.0671984,1,1.4699,Only identification found,1,38,38,205900.4103,159749.7468,167418.4647,270538.0426,165272.2488,0.112971713,166785.6416,126101.688,203386.9227,165142.9345,172689.7097,5016.306661,128017.57,3755.317116,158315.8604,181611.0325,119390.4916,112569.498,144343.1954,79771.68144,158952.66,189983.0839,146562.9951,62619.12268,120262.6786,157569.5341,129981.9716,1981.848882,134254.8674,923.1711025,127347.9484,129676.3249,125075.2589,151104.3326,120787.0842,90284.26053,158975.1483,126363.1605,132396.7898,0.09539275,204961.6132,157608.3896,201108.677,205628.0047,207869.8839,202779.1685,165586.4761,167220.4323,118112.451,129089.4341,134344.021,1601.909455,160908.0538,0,3857.284698,0,116888.0575,141253.8604,136493.7511,0
0.75_594.5602n,CSID55120,*,"M+H-H2O, M+H, M+H-2H2O",C38H74O4,39.3,19.4,2.508333032,80.08866951,100 - 42.1 - 9.46 - 1.5 - 0.186,http://nonlinear.com/redirect/outbound?p=chemspider&param=55120,Glycol distearate,594.5602024,577.5569141,1,0.749066667,Only identification found,1,39.3,39.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1302.89686,0,0,0,0,0,1.873295409,0,0,0,0,0,0,0,15.47176436,0,92624.17452,0,0,0,0,0,1939.332669,0,0,0,53.22733435,0,0,0,0,0,0,0,0,0,0,0,0,0.061192037,0,0,1590.695351,0,0,0,4629.071261
1.99_191.0229n,CSID68447,*,"M+H-2H2O, M+NH4, M+H-H2O",C9H5NO4,37.8,0,5.54266303,95.4639581,100 - 10.3 - 1.3,http://nonlinear.com/redirect/outbound?p=chemspider&param=68447,6-nitrocoumarin,191.0229168,209.0567423,1,1.989133333,Only identification found,1,37.8,37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.63_268.0820n,Inosine,*,"M+Na, M+K, M+H",C10H12N4O5,65.1,72,4.634562664,97.32269476,100 - 12.6 - 1.76 - 0.155,NA,Inosine,268.0820119,291.0712326,1,2.626283333,Maximum score by at least 10 points,8,65.1,44.7,14656.10106,19618.57829,14720.56187,15456.75871,6908.491202,4028.635046,5249.87078,122.436819,1688.924555,13458.69722,3677.48146,0,1940.875424,0,19694.45141,9113.811653,6684.020346,667.1047373,1441.901621,5048.127654,1242.415143,693.3171094,4763.778447,611.2445777,796.2482489,9180.485221,1473.82684,474.350647,7490.768518,688.8997365,3110.344279,2005.812768,659.3300581,1151.576999,1165.774016,724.3921539,1647.274457,496.3454313,5979.715267,0,4589.599361,6729.074579,4245.471469,2954.188691,6125.85693,4804.65037,7436.882969,7861.635295,749.1032771,4920.933362,0,0,1770.981473,193.7814954,4385.128575,42472.39853,0,100.7129401,717.7076583,759.2425565
2.89_582.2510n,CSID34565066,*,"M+H, M+Na, M+K",C31H31FN8O3,38.1,0.223,1.124635986,91.41222452,100 - 36.9 - 7.25 - 0.999 - 0.107,http://nonlinear.com/redirect/outbound?p=chemspider&param=34565066,"(Z)-N-(6-((4-(1,2,4,5-Tetrazin-3-yl)benzyl)amino)-6-oxohexyl)-5-((5-fluoro-2-oxoindolin-3-ylidene)methyl)-2,4-dimethyl-1H-pyrrole-3-carboxamide",582.2509698,583.2582463,1,2.8897,Only identification found,1,38.1,38.1,8.865989541,16.36840341,5.059224436,6.270045392,77.92363397,76.98506135,5.467749551,1.303148632,45.37025716,66.25629543,610.6521865,5404.67436,968.712766,0,17.89863511,39.10415225,90.81282904,28.07125299,2.55502291,94.75268555,8.397162353,8.484263769,5.684216739,3462.28729,1.49639593,0,5.013193581,4602.16483,7.700459739,9963.049191,6.918482015,3.903328619,23.52802495,0,5493.629036,34.14143223,32.72244045,84.23723938,3.803939014,4098.341338,2.423630986,0,3.909287132,6.47893566,801.3531998,116.1821705,28.87473074,6.213027833,36.13227569,38.54944107,0,19497.63888,4101.625766,143.6155922,1.420729582,2001.796963,0.108034283,170.9573982,31.54324359,0
2.90_149.1059n,CSID13835630,*,"M+H-2H2O, M+H, 2M+H",C6H15NO3,38.5,0.584,4.504937211,96.94060095,100 - 7.14 - 0.836,http://nonlinear.com/redirect/outbound?p=chemspider&param=13835630,Triethanolamine,149.1058647,150.1131411,1,2.901116667,Only identification found,1,38.5,38.5,505.4923677,665.5059093,474.9170362,199.7745947,333.2278829,0,342.7872391,25.70260677,623.3241207,773.2076978,970.0371719,0,0,0,699.1564256,852.8975838,0,648.9224051,138.6244603,0,470.9521398,3117.826871,2736.733803,0,518.1434028,303.014418,677.2549902,0,356.7105797,0,122.4544261,2082.543408,0,118.5408864,0,0,599.1919375,120.1478406,636.5018881,0,864.4648849,338.3939121,551.5279282,883.9148569,594.563461,183.1632959,153.1656637,313.1714564,187.2137428,274.3433509,0,6.734392399,0,0,26.59734473,0,0,330.3932354,834.0911544,0
3.09_312.0777n,CSID79536255,*,"M+H, M+Na, M+H-H2O",C16H12F4O2,38.5,0,1.149585609,93.74401465,100 - 17.5 - 1.85 - 0.146,http://nonlinear.com/redirect/outbound?p=chemspider&param=79536255,"4-(1,1,2,2-Tetrafluoroethyl)benzyl benzoate",312.0777018,313.0849782,1,3.0875,Only identification found,1,38.5,38.5,855.1915675,124.1336201,0,0,209.1220957,0,14525.29723,1305.7773,10607.38017,0,553.3569147,0,0,0,316.9081711,61.18660969,145.9682932,237.9906487,6221.957634,1107.497312,0,3496.296014,0,0,0,0,113.4450364,0,0,0,9.868231776,977.7600648,224.7411619,5480.655515,0,9601.075973,0,373.0783925,630.7371251,0,11.06104545,0,41.77915801,0,30840.62234,125.4915544,15533.13255,69.49880881,71.951593,19.84441794,1811.810759,0,0,0,782.826487,0,0,5326.077916,0,822.5730361
3.13_303.1227n,CSID28533316,*,"M+H, M+Na, M+H-H2O",C15H17N3O4,40.7,8.58,2.70173569,98.06946482,100 - 17.7 - 2.29 - 0.222,http://nonlinear.com/redirect/outbound?p=chemspider&param=28533316,N-(indol-3-ylacetyl)glutamine,303.122725,304.1300014,1,3.133133333,Only identification found,1,40.7,40.7,0,0,0,0,9.450861986,0,0,0,0,0,243.7479387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.1397788,0,18.51018323,80.46418633,22.56059265,0,0,0,0,0,0,0,0.044728767,0,0,0,0,0,0,0
4.59_458.1274n,CSID94568,*,"M+NH4, M+Na, M+H",C21H22N4O6S,42.3,35.3,3.111130957,79.60977046,100 - 25.5 - 8.86 - 1.67 - 0.267,http://nonlinear.com/redirect/outbound?p=chemspider&param=94568,Raltitrexed,458.1274303,481.116651,1,4.587166667,Only identification found,1,42.3,42.3,1219.524135,251.639734,189.0032857,107.9885734,71.52041296,0,441.4515721,0,194.6808461,208.1921999,291.1603894,0,0,0,13.27634701,80.9690525,0,214.2887707,118.8863368,0,38.96057129,441.6515614,12.71154785,0,90.66904096,204.3261752,0,0,37.03732252,0,53.30698696,188.4855745,0,154.6328242,0,135.618331,33.99575806,108.9350662,179.0908741,0,906.3972016,310.8597708,233.1293781,802.1365855,185.9484847,191.5017009,193.204226,94.72126818,32.59095812,370.5504637,0,0,0,0,0,11.73548889,0,480.7803696,95.73915195,0
5.51_320.1281n,CSID3116,*,"M+H-H2O, M+Na, M+H",C15H17FN4O3,41.4,9.87,-1.100669549,98.5787369,100 - 18 - 2.15 - 0.192,http://nonlinear.com/redirect/outbound?p=chemspider&param=3116,Enoxacin,320.1281166,321.1353931,1,5.5058,Only identification found,1,41.4,41.4,0,0,0,0,0,0,3.788892653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.58_658.1760n,CSID65328432,*,"M+H-H2O, M+Na, M+H",C38H30N2O7S,36.9,15.2,-2.120417814,71.7886359,100 - 43.2 - 15.1 - 3.79 - 0.748 - 0.121,http://nonlinear.com/redirect/outbound?p=chemspider&param=65328432,Diphenylmethyl 8-oxo-3-{[(2-oxo-2H-chromen-7-yl)oxy]methyl}-7-[(phenylacetyl)amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate,658.1759764,641.1726881,1,4.583366667,Only identification found,1,36.9,36.9,2181.01355,227.2527501,859.3713696,0.366878991,265.3376572,0,862.6297425,80.49048588,410.1724851,986.5897306,687.020635,0,0,0,399.2751679,1306.210594,0,376.9030352,697.985364,0,495.1866046,962.9608328,586.7460832,0,1035.517646,1250.72913,142.1164945,0,402.9089768,0,491.6721826,613.0163397,94.1868851,779.1219541,0,644.963163,1085.170756,565.2671945,1291.58322,0,2322.121862,2182.153712,385.7506875,1475.854963,19.86221361,91.86376897,310.4028104,377.9804961,212.8098471,1679.146696,0,0,0,0,0,95.99548388,0,2050.687189,530.683435,0
3.51_208.0954n,CSID10254650,*,"M+H-H2O, M+K, M+H",C8H16O6,38.6,0.865,3.455614448,96.32429266,100 - 9.07 - 1.6 - 0.12,http://nonlinear.com/redirect/outbound?p=chemspider&param=10254650,Dambonitol,208.0954071,209.1026835,1,3.506866667,Only identification found,1,38.6,38.6,0,0,0,0,508.4807272,7.204719543,0,0,196.4080743,0,2398.637106,0,0,0,0,58.70606947,1583.401643,0,0,0,54.06938171,0,0,89.78916168,0,0,0,0,0,0,15.70857954,0,49.74320316,0,1.700155348,1234.400858,82.55182695,100.3776088,0,0,0,0,0,0,0,305.1517753,38.65966177,221.9603153,136.2240677,0,0,0,0.001334145,0,0,0,190.0722733,0,0,0
0.79_405.2667n,CSID65327635,*,"M+H, M+Na, M+NH4",C22H36BNO5,21.3,0.041,-4.873949726,12.07366106,23.4 - 100 - 24.3 - 3.85 - 0.459,http://nonlinear.com/redirect/outbound?p=chemspider&param=65327635,"2-Methyl-2-propanyl {1-[2,6-dimethyl-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)phenoxy]-2-propanyl}carbamate",405.2666787,428.2558994,1,0.794716667,Only identification found,1,21.3,21.3,3680.397341,3584.09641,1549.151954,1781.411319,1022.235146,0,3117.795057,8684.016367,1194.364486,3705.443688,1800.349968,2234.352388,1257.857775,0,620.2262718,1413.030164,11297.01388,119.7443935,2582.700225,1915.116684,669.3100517,2291.473585,64.7942522,5178.254213,2677.383212,3803.040469,2221.74772,10448.16398,1235.774946,1444.933504,1338.429097,0.197429084,2404.91178,2313.093656,588.1474161,7884.927082,1092.157694,6186.945572,853.8918502,1844.774535,2981.657553,584.163398,3771.560994,1534.658629,2242.791423,6223.160596,4215.188989,1646.586566,757.9426393,906.2583087,5205.949333,19444.40596,151.2483468,0,63334.6543,4089.596432,0.023975687,2451.702254,1749.381674,3913.513164
0.84_674.3759n,CSID9716843,*,"M+NH4, M+K, M+H",C36H54N2O10,35.3,0,-2.931434468,79.87961964,100 - 40.7 - 10.1 - 1.87 - 0.282,http://nonlinear.com/redirect/outbound?p=chemspider&param=9716843,leucascandrolide A congener,674.3758691,692.4096946,1,0.841316667,Only identification found,1,35.3,35.3,186719.2379,170752.6951,131961.627,144106.3817,126786.8245,130489.0338,135329.0032,338251.1605,138806.8567,166623.6414,109977.1073,104354.6046,175157.7702,936.0856824,89345.25247,146725.8371,208647.7504,57920.43837,168542.205,175715.3782,110381.1502,154169.3317,75698.34675,286476.4461,132728.3681,179091.4305,71959.93843,134017.5775,83044.35816,169794.682,101236.3636,12137.25754,109221.4779,144791.6024,376289.9044,315166.9418,147901.598,138873.6536,93025.1416,181046.2294,163968.4364,107539.0932,206701.7964,143168.2683,132446.7742,210428.0152,133675.1999,131197.8171,94139.78214,94051.21298,231191.8366,421318.4389,261777.1479,1977.868918,720946.7514,264449.0012,57588.63498,124333.3668,121189.5544,180007.5783
0.91_282.2180n,CSID24607548,*,"M+H, M+Na, M+NH4",C16H34Si2,34.3,0.00769,-6.863913854,79.29539122,100 - 27.9 - 10.2 - 1.8 - 0.286,http://nonlinear.com/redirect/outbound?p=chemspider&param=24607548,Trimethyl{(2E)-6-methyl-2-[2-(trimethylsilyl)ethylidene]-5-hepten-1-yl}silane,282.2179669,283.2252433,1,0.909783333,Maximum score by at least 10 points,2,34.3,21,0,0,0,0,0,0,0,0,0,0,0,0,0.448535724,0,0,0,1.919334375,0,0,0,0,0,0,0,0,0,0,0,0,27.4497449,0,0,0,0,0,7.61084382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.87846539,0.000975786,0,0,0,0,0,0,0
0.52_325.2153n,CSID31103841,*,"M+Na, M+K",C20H27N3O,29.2,7.58,-0.467785354,38.99217053,100 - 23.1 - 2.75 - 0.226,http://nonlinear.com/redirect/outbound?p=chemspider&param=31103841,"N-{trans-4-[2-(7-Cyano-3,4-dihydro-2(1H)-isoquinolinyl)ethyl]cyclohexyl}acetamide",325.2152599,348.2044805,1,0.517033333,Only identification found,1,29.2,29.2,222.483294,240.8430392,258.5989644,234.80652,221.3681209,0,235.7224166,0,268.9660855,259.0631411,350.7723851,28.63647847,0,0,244.1809183,227.0025365,94.0032804,162.1316848,209.8842014,0,229.7656046,277.5331604,259.4374248,0,96.69737244,166.0312011,621.7938177,0,141.8877593,0,140.7280572,607.0136358,148.9918365,166.0835867,10.41218567,0,195.7670412,129.6979675,266.124837,0,271.4769571,201.0561574,196.7614346,239.0672072,302.8759188,177.5449885,164.7721885,222.202629,103.6603699,111.5725107,0,0,0,0,0,0,102.4678805,145.2799683,168.0207557,0
0.57_238.1423n,CSID29348,*,"M+H, M+K",C11H18N4O2,39.5,4.37,-2.95920728,96.77970136,100 - 13.6 - 1.27,http://nonlinear.com/redirect/outbound?p=chemspider&param=29348,Pirimicarb,238.1422713,239.1495477,1,0.5741,Only identification found,1,39.5,39.5,3622.301201,2479.224449,3373.364681,2017.906471,12897.70085,0,2546.963409,0,12829.72568,1841.303757,60127.31822,247.45578,806.949531,0,1900.704647,9316.564362,26329.4905,4630.838444,1808.297256,135.6512904,9728.032772,3436.022537,3209.36611,852.9102364,0,1357.86689,3907.37573,56.39267778,252.8205643,0,311.9864197,629.1239795,3221.939018,1350.988884,6249.943427,0,10151.50358,1374.454308,1224.433067,0,1450.935089,2062.974564,2527.839111,2308.352257,11289.14044,6238.149967,5259.6791,16717.56601,3978.60305,778.2122421,247.1229773,0,4688.489582,0,0,0,0,341.6083908,883.5234339,0
0.57_450.1478n,CSID79536117,*,"M+H, M+NH4",C22H22N6O3S,35.9,0.0555,0.798622418,80.55332947,100 - 27.2 - 8.69 - 1.66 - 0.241,http://nonlinear.com/redirect/outbound?p=chemspider&param=79536117,N-{4-[(3-Cyano-4-methyl-1H-indol-7-yl)sulfamoyl]benzyl}-3-(3-methyl-3H-diaziren-3-yl)propanamide,450.1477695,451.1550459,1,0.5741,Only identification found,1,35.9,35.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.57_438.1587n,CSID17332782,*,"M+H-H2O, M+H",C27H22N2O4,33.3,0.0799,1.763179356,68.68625443,100 - 30.3 - 5.26 - 0.667,http://nonlinear.com/redirect/outbound?p=chemspider&param=17332782,"2-Hydroxy-3,6-di(1H-indol-3-yl)-5-[(3-methyl-2-buten-1-yl)oxy]-1,4-benzoquinone",438.1587296,439.166006,1,0.5741,Only identification found,1,33.3,33.3,62.13448935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.4389092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.16496928,0,0.954821007,0,0,0,0,0,0,0,0,0,0,178.4132203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.59_326.1953n,CSID72017,*,"M+H, M+NH4",C14H30O8,45.2,31.6,3.692793893,98.83543208,100 - 15.8 - 2.81 - 0.312,http://nonlinear.com/redirect/outbound?p=chemspider&param=72017,Heptaethylene Glycol,326.1952726,327.202549,1,0.5855,Only identification found,1,45.2,45.2,33413.23412,25043.48525,31502.019,19466.37931,76043.01701,0,17011.7281,65926.67323,92536.07992,19189.46534,307190.5446,7463.117502,13290.43311,3.189904367,14678.69772,71487.13888,156977.1819,27514.06437,21048.05989,13138.79851,65298.37907,15675.24616,23982.3368,56393.66261,4471.961648,15462.66336,26250.24384,750.0620143,3019.916092,86.01168877,6416.514569,3792.150422,24301.07678,14238.95816,24002.4607,132.2962633,79553.66595,16721.54416,13109.7485,54.42904711,12874.40804,21355.07277,30564.86718,22197.45693,74301.7549,44794.36371,35173.55595,119620.161,27079.54709,7863.176594,12121.47356,0,14757.32136,0,260.546463,216.5293631,3518.2662,6198.867556,10509.90183,57.76737976
0.59_719.5846n,CSID8344644,*,"M+H-H2O, M+Na",C40H82NO7P,37.5,0,2.356773217,90.45970979,100 - 44.8 - 11.3 - 2.04 - 0.296,http://nonlinear.com/redirect/outbound?p=chemspider&param=8344644,3-(Hexadecyloxy)-2-(palmitoyloxy)propyl 2-(trimethylammonio)ethyl phosphate,719.5845869,742.5738076,1,0.5855,Only identification found,1,37.5,37.5,50571.13199,48512.20257,65257.82529,27301.17442,73620.59032,0,100276.4969,2358.40416,61837.05718,73279.38951,107697.3046,22784.22488,34099.36509,3308.814776,106636.6987,74753.29457,54823.2046,42708.74605,83764.09133,21043.1585,121728.6596,131822.3728,136006.7725,39338.71578,58250.81973,101310.6272,78385.67476,54991.59773,69559.4828,8707.265925,93124.56393,73102.78729,72313.32987,81149.26656,24732.59152,12249.16353,88836.19945,72727.18755,79616.37587,9030.433192,110152.2747,90858.64152,95623.63557,127879.6262,47561.04836,39369.41934,53050.28634,44507.11954,62958.12529,72017.29251,39414.88781,0,59466.75632,0,16203.96928,10571.57588,1339.056466,98191.65145,46765.54611,9095.868538
0.60_498.2694n,CSID26567249,*,"M+H, M+NH4",C32H35FN2O2,37.9,3.81,2.295490259,88.37724973,100 - 35.8 - 6.64 - 0.847,http://nonlinear.com/redirect/outbound?p=chemspider&param=26567249,"1-(4-Fluorophenyl)-4,8-dimesityl-6,6-dimethyl-4,8-diazaspiro[2.5]octane-5,7-dione",498.2694008,516.3032263,1,0.604533333,Only identification found,1,37.9,37.9,68850.82803,46771.91268,54164.85809,38531.39009,45206.06939,0,29175.25051,22419.77608,58697.33551,34216.65903,75117.49613,6973.926797,14940.25794,21.61235712,22402.81433,51958.23438,45894.61425,14342.58004,50143.96129,9337.304421,37393.88609,28749.6533,36830.20738,15889.85939,5860.769664,43261.08638,36913.68632,1463.714661,5628.101805,0,9815.498196,1307.713732,13543.35285,31970.78727,45996.9818,0,60304.31809,9838.804143,18363.80268,0,24629.76057,41700.97377,78462.21295,38036.21061,42608.85729,26632.99076,22871.66901,60503.18386,14163.55239,14526.62547,9302.552077,0,46790.20589,0,0,0,3700.802755,32312.72181,21290.5745,0
0.61_542.2953n,CSID65327137,*,"M+H, M+NH4",C26H38N8O5,42.3,18.1,-2.158817522,96.01372511,100 - 31.7 - 5.89 - 0.806,http://nonlinear.com/redirect/outbound?p=chemspider&param=65327137,"3-[2-(Cyclohexylamino)-2-oxoethyl]-N,N-dimethyl-2,15-dioxo-21-oxa-3,6,7,8,14,16-hexaazatricyclo[16.2.1.1~5,8~]docosa-1(20),5(22),6,18-tetraene-13-carboxamide",542.2953453,560.3291708,1,0.612133333,Only identification found,1,42.3,42.3,111426.3057,76359.21492,85061.64948,63799.07684,67148.15242,0,49323.34011,31418.7715,89895.96141,57033.35653,90260.79114,13694.98658,19550.29449,0,36662.82387,81294.86994,58229.42572,21289.0477,87932.53832,19725.99017,56175.20079,49923.86996,57624.56116,28417.39996,13484.74956,77243.28577,57370.94495,3850.401302,11604.68955,0,18845.25188,1945.382198,22969.81115,56206.51772,50214.56984,0,93726.60505,19359.45464,31085.62036,0,41656.77582,67978.58722,128594.2117,59083.96954,65997.49189,45321.06809,38805.10603,89728.6292,22626.25019,25502.07665,20278.90727,0,64911.59134,0,0,0,15222.58142,29122.36771,35887.84309,0
0.66_414.2881n,CSID65328235,*,"M+H, M+NH4",C25H38N2O3,39.8,0.0411,-0.462128672,99.48267046,100 - 28.3 - 4.48 - 0.512,http://nonlinear.com/redirect/outbound?p=chemspider&param=65328235,2-Methyl-2-propanyl (2E)-1-[5-(benzyloxy)-4-methyl-1-penten-3-yl]-2-(cyclohexylmethylene)hydrazinecarboxylate,414.2880515,432.3218771,1,0.657783333,Only identification found,1,39.8,39.8,4.878963014,4.835464156,4.25365578,0.855757361,3.64289131,0,9.814939472,0,5.125572325,3.722555082,11.0958081,1.617964125,451.5759211,98.35620383,0.402936246,6.286598371,103.8223414,15.67931651,7.339370964,30.07467996,13.1445565,1.248895508,1.019749181,126.1515132,6.168324386,2.473681622,0,401.7050154,0.027456059,0,3.287837538,0,0.645916251,0.821082846,226.3296135,0,6.487528403,3.522642983,2.596731389,0,2.870956596,1.115440579,8.657733317,1.149122217,2.984049346,4.69198088,2.842838776,6.498155997,0.240448785,0.528319107,16.54521386,0,6829.384033,0,0,116.5897539,8.017307578,1.084011276,0.916202133,0
0.71_208.1942n,CSID498251,*,"M+H, M+NH4",C13H24N2,37.8,0,1.407304742,90.5868113,100 - 15.1 - 1.06,http://nonlinear.com/redirect/outbound?p=chemspider&param=498251,"3,5-DIMETHYL-1-OCTYLPYRAZOLE",208.194242,226.2280675,1,0.711033333,Only identification found,1,37.8,37.8,0,0,0,0,0,0,0,0,0,0,0,0,112.0584897,569.5983472,0,0,0,0,0,1.127328582,0,0,0,0,0,0,0,0,0,137.9390646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203274024,0,0,0,0,0
0.74_139.0785n,CSID14344078,*,"M+Na, 2M+H",C8H10FN,37.4,0,-8.948167472,96.81506557,100 - 9.13 - 0.37,http://nonlinear.com/redirect/outbound?p=chemspider&param=14344078,"4-Fluoro-3,5-xylidine",139.0784835,162.0677042,1,0.74145,Only identification found,1,37.4,37.4,0,0,0,0,0,0,0,0,0,0,0,0,0,963.7556534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2968.7333,0,0,3.013348524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.75_847.3228n,CSID24604913,*,"M+H-2H2O, M+NH4",C41H49N7O11S,33.9,0.168,2.078610238,72.01993686,100 - 48.7 - 18.4 - 5.07 - 1.12 - 0.207,http://nonlinear.com/redirect/outbound?p=chemspider&param=24604913,7-(Diethylamino)-N-{2-[({5-(2-oxiranylmethoxy)-2-[(E)-({6-[(4-sulfamoylbenzoyl)amino]hexanoyl}hydrazono)methyl]phenoxy}acetyl)amino]ethyl}-2-oxo-2H-chromene-3-carboxamide,847.3228373,812.3089843,1,0.749066667,Only identification found,1,33.9,33.9,0,0,0,0,0,0,0,111.256182,0,0,0,0,672.3335055,1658.626667,0,0,0,0,0,33.87041657,0,0,0,0.302653953,0,0,0,0,0,1482.394162,0,0,0,0,0,3.817254231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002104108,0,31.0882435,0,486.0088581,533.8900953,536.8565886,0,0,0
0.76_369.8212n,CSID3463,*,"M+H, 2M+H",C10H5Cl7,25.8,0,0.41116388,29.56930593,44.6 - 4.85 - 100 - 10.9 - 96.2 - 10.4 - 51.5 - 5.56 - 16.6 - 1.78 - 3.21 - 0.342 - 0.349,http://nonlinear.com/redirect/outbound?p=chemspider&param=3463,HEPTACHLOR,369.8212461,740.6497685,1,0.760483333,Only identification found,1,25.8,25.8,5.268487228,10.30388261,21.49281754,11.10427467,59.5045415,0,37.70016375,0,26.74405474,6.111733779,0,0,5.526111408,986.8645601,0.173632918,2.047296488,43.58428776,37.56479551,4.025007663,2.858747513,0,5.795074477,0.184463731,12.89106555,0,5.474743657,0,659.8763528,0,156.0646087,0.071327605,7.592370785,0.640014711,2.29706453,0.134634644,0.009567844,2.275287029,70.23844273,4.917036335,0,6.300976658,4.943161117,1.960457876,6.21827213,30.2947821,67.24547468,42.79648914,27.24402914,5.172374244,5.61230292,0.50587467,0,13.47589513,0,0.153079093,1.424258177,0,1.59869149,4.557676529,26.45269817
