Compound,Compound_ID,Accepted,Adducts,Formula,Score,Fragmentation_Score,Mass_Error_ppm,Isotope_Similarity,Theoretical_Isotope_Distribution,Link,Description,Neutral_mass_Da,mz,Charge,Retention_time_min,Reason_of_identification,Number_of_identifications,Maximum_score,Second_highest_score,HYG_001,HYG_002,HYG_003,HYG_004,HYG_005,HYG_006,HYG_008,HYG_009,HYG_010,HYG_011,HYG_012,HYG_013,HYG_014,HYG_015,HYG_016,HYG_017,HYG_018,HYG_019,HYG_020,HYG_021,HYG_022,HYG_023,HYG_024,HYG_025,HYG_026,HYG_027,HYG_028,HYG_029,HYG_030,HYG_031,HYG_032,HYG_033,HYG_034,HYG_035,HYG_036,HYG_037,HYG_038,HYG_039,HYG_040,HYG_041,HYG_042,HYG_043,HYG_044,HYG_045,HYG_046,HYG_047,HYG_048,HYG_049,HYG_050,HYG_051,HYG_052,HYG_053,HYG_054,HYG_055,HYG_056,HYG_057,HYG_058,HYG_059,HYG_060,HYG_061
8.36_580.3638m/z,HMDB0249975,*,M+Hac-H,C29H49N5O7,41.2,9.34,1.003510915,97.85254534,100 - 34 - 7.05 - 1.09 - 0.136,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0249975,5-Azanonane deriv.,NA,580.3637803,1,8.363416667,Only identification found,1,41.2,41.2,436984.1318,308828.2485,320410.801,150137.6039,421961.7263,282807.5501,433913.8088,429733.6827,342294.827,374584.2375,339404.8284,147542.4851,180491.6438,184782.8689,421671.485,471559.3518,301249.4172,428741.1006,441971.4137,198627.4948,321141.2672,469323.9806,424637.6001,280207.9873,432923.3009,424808.9055,447005.2595,151407.3891,326406.939,199293.3187,396501.4779,283708.0937,152628.1122,299835.1803,162603.8615,178243.5003,326345.2269,319187.8762,502019.1061,304830.0949,557756.4205,570019.7518,385863.9557,433059.6621,172194.7987,256667.8996,215758.4188,215573.5144,269438.0489,428330.978,66763.42989,327442.6918,169314.5088,207077.3022,80714.38371,219659.9171,169106.3281,378031.3879,302147.8499,129291.7617
8.36_583.0604m/z,HMDB0041060,*,2M+Hac-H,C12H10N2OS2,35.5,0,-0.658491687,78.37508896,100 - 15.5 - 10.4 - 1.41 - 0.359,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0041060,Dehydro-4-methoxycyclobrassinin,NA,583.0604158,1,8.363416667,Only identification found,1,35.5,35.5,584.3401501,47.9129351,72.29274457,0,678.9310743,142.191274,764.256816,649.8277056,285.4676819,244.7109681,266.8844053,0,0,0,389.7317624,808.5342221,157.9869683,527.7101573,563.4370236,0,155.4987879,633.7369539,392.9664884,10.30320309,391.8579984,479.0823099,426.6629018,0,74.70345228,0,284.9151387,0.803595129,0,28.00852896,0,0,90.21493822,106.5659182,743.146229,55.94010875,1196.288536,1144.265152,440.6813816,577.7026056,0,0,0,0,0,368.6171349,0,158.6164508,0,0,0,0,0,260.5890881,0,0
8.36_610.3728m/z,HMDB0040135,*,M+Hac-H,C30H51N5O8,37.9,6.01,-1.55904274,85.27929961,100 - 35.2 - 7.65 - 1.24 - 0.164,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0040135,Hydroxydestruxin B,NA,610.3728136,1,8.363416667,Only identification found,1,37.9,37.9,591.7815868,354.557466,431.0859613,247.1316768,602.1360107,357.0547802,652.1398478,560.9309811,426.3276636,465.46878,998.9088134,68.32095783,131.0391843,127.4795519,428.7591498,670.8670118,489.3798612,531.413108,527.8671791,150.8287049,471.0012986,649.8897059,479.6440292,279.0855372,519.6521526,480.9400147,374.9273792,44.25338986,651.6472459,72.20487371,394.9669518,289.6896368,199.1367807,336.9512509,127.7817555,129.7955121,321.5597349,337.8854955,509.3968532,293.905402,822.0060818,785.0493083,1183.095142,556.4106568,287.431734,334.2077062,388.4195448,330.8433114,233.1962403,463.7344349,21.02957153,371.0659546,99.35627852,143.1709178,22.29754639,144.9261692,137.2500469,372.9310852,274.3218596,84.70474735
8.37_301.2991m/z,HMDB0304406,*,M-H,C18H40NO2+,39.8,8.07,1.635832222,92.7533225,100 - 20.4 - 2.38 - 0.204,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0304406,L-threo-sphinganine,NA,301.2991226,1,8.367216667,Only identification found,1,39.8,39.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.37_624.3885m/z,HMDB0039897,*,M+Hac-H,C31H53N5O8,51.9,71.7,-1.501915507,89.80092405,100 - 36.3 - 8.04 - 1.33 - 0.177,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0039897,Hydroxyhomodestruxin B,NA,624.3884774,1,8.367216667,Only identification found,1,51.9,51.9,301.558497,199.0877623,209.555139,30.69362341,453.9208797,123.1602888,263.1017702,322.1806256,149.3220954,230.1657995,181.8087894,4.224505368,46.36230469,45.92999268,157.4858231,317.3775587,113.670348,100.954539,247.310902,97.31812021,124.1658172,233.6061383,249.9224749,406.7093408,226.4564861,148.3906158,193.3275606,0,94.18480979,17.6346887,277.6153862,71.87013399,18.97460937,102.2005015,4.439996593,26.15424103,75.55377785,197.6386052,119.0457827,180.7236446,620.3463746,323.7247403,220.0924495,186.5722413,188.5112368,142.0829212,120.8708356,133.169111,41.70178994,101.7551253,0,112.9026429,0,35.96312796,0,65.42424487,22.0703125,112.1293746,59.10653685,2.446475476
8.37_165.9789m/z,HMDB0030524,*,M-H,C7H5NS2,36.4,0,-1.120857789,83.24433125,100 - 9.6 - 9.45 - 0.805 - 0.277,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0030524,2(3H)-Benzothiazolethione,NA,165.9788776,1,8.371033333,Only identification found,1,36.4,36.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18049622,0,0,0,0,64.48542506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.40_546.2858m/z,HMDB0241887,*,M+Cl,C27H45NO8,34.2,2.8,3.695868458,72.71325865,100 - 30.4 - 6.1 - 0.92 - 0.114,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0241887,"(5E)-7-{4,6-Dihydroxy-2-[(1E,5E)-3-hydroxyocta-1,5-dien-1-yl]oxan-3-yl}hept-5-enoylcarnitine",NA,546.2858085,1,8.40145,Only identification found,1,34.2,34.2,119.9599564,0,0,0,169.5752254,9.281799316,57.45324731,25.00589037,0,0,11.91171881,0,0,0,116.851796,82.09740747,0,73.80307031,37.93667603,0,0,70.49945116,100.237288,49.63708425,163.261828,32.33190409,94.5258721,0,13.87335205,0,30.58446972,0,0,0,0,0,38.71353102,44.68206692,121.8494037,0,209.3025992,270.5741898,21.60301287,77.33678708,0,0,0,0,0,51.43498983,0,19.2277832,0,0,0,0,0,57.44439745,0,0
8.40_608.3585m/z,HMDB0256378,*,M-H,C29H56NO10P,37.7,2.19,2.636287926,89.40855794,100 - 32.8 - 7.25 - 1.2 - 0.165,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0256378,2-O-Glutaroyl-1-O-palmitoyl-sn-glycero-3-phosphocholine,NA,608.3585137,1,8.40145,Only identification found,1,37.7,37.7,55.74939013,0,0,0,124.9884949,18.54614258,10.91168213,23.37115479,0,46.03833008,9.889465332,0,0,0,35.20379639,10.69470215,0,22.73468018,13.01397705,0,28.69921875,55.05505371,48.85906982,0,78.50097632,15.42968702,11.54815674,0,38.02935791,0,35.86437988,20.77865601,0,0,0,0,20.58898926,12.57519531,9.619446278,0,191.8568115,70.17614746,70.64385939,39.65911913,34.81323195,0,0,0,8.245239496,12.4932251,0,10.43432617,0,0,0,0,0,11.19616699,10.17550659,0
8.40_720.2834m/z,HMDB0060521,*,M-H,C27H47N9O10S2,35.5,8.03,2.680300883,72.52294597,100 - 35 - 17.1 - 4.47 - 1.14 - 0.225,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0060521,Trypanothione disulfide,NA,720.2833876,1,8.40145,Only identification found,1,35.5,35.5,61.20361328,592.0136084,510.3962454,385.2513144,160.6123098,0,14.03063965,490.2340226,264.1081435,284.6997089,179.9318857,55.72363281,0,20.72839355,90.64517963,52.39305694,0,10.27758789,56.60546827,228.2593813,25.84094214,264.8653275,113.7253416,280.5410793,118.0047998,170.7192378,137.578007,0,9.915405273,32.01904345,2.449573283,9.868164062,0,254.7427597,8.748684074,51.8416748,29.12158251,34.17114258,123.3916455,240.4315181,511.8159414,416.222972,203.1529536,264.9570026,248.0039363,385.7077629,378.387506,280.5393066,92.7242909,15.45312452,32.72766113,30.74705908,32.33398437,56.6159668,160.5993384,0,96.28283691,0,25.73071289,24.22241628
8.40_419.2771m/z,HMDB0247862,*,M-H2O-H,C21H38N6O4,37.9,12.9,-1.261354345,78.05455013,100 - 25.5 - 3.94 - 0.454,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0247862,2-[[3-Cyclohexyl-1-[2-[3-(diaminomethylideneamino)propylcarbamoyl]piperidin-1-yl]-1-oxopropan-2-yl]amino]acetic acid,NA,419.2770598,1,8.39765,Only identification found,1,37.9,37.9,29.23110962,15.97029114,19.98548889,0,78.08429859,113.8580482,75.87648143,68.19223897,5.769079799,82.93748921,69.80616448,0,45.95180245,46.39877367,8.537353516,37.1971426,83.12941007,17.38833618,0,20.00132751,0,7.920227289,34.80882263,26.32640052,42.47628794,10.30699996,20.87135339,0,81.25032981,26.24702454,90.41171122,0,0,25.89118958,17.33401513,30.98532104,7.940460205,19.32432532,0,62.19216943,67.7301277,49.61938477,40.42644182,32.50954525,115.798827,87.68308071,6.682662964,10.87153625,0,54.15152025,8.340576172,100.5489197,8.282104492,75.71707095,0,57.22212764,16.02226257,47.38392687,0,47.86838496
8.39_718.5044m/z,HMDB0254814,*,M+Hac-H,C39H67N5O7,39.2,0,0.476284535,96.72573404,100 - 45 - 11.4 - 2.07 - 0.3,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0254814,MMAE,NA,718.5043912,1,8.38625,Only identification found,1,39.2,39.2,3199.024508,2151.436871,6080.169005,3193.081121,1863.728915,534.4294286,1906.889638,2675.713847,1327.191487,4671.25887,16130.70211,992.9817873,1035.002522,119.689175,414.0319196,4302.439468,4243.540854,4469.292015,1406.262095,3816.207091,4626.46555,7656.788,1708.889679,2098.271228,4216.381639,10953.86118,2323.151743,25.52401733,15764.02989,264.8792709,1360.290435,3529.513798,3327.377436,8966.847525,1887.578495,1071.503074,581.7815028,1949.377572,1405.288089,435.1671147,873.7293085,2552.047214,17117.78771,4152.548888,2649.504705,3802.905474,3199.567785,3829.649173,1139.733072,914.1435843,88.54806519,392.7293301,313.3523675,2084.589194,517.5217132,518.6560547,2147.561946,1731.909955,2839.642314,3532.221672
8.39_730.3522m/z,HMDB0030206,*,M+Hac-H,C43H47N5O6,33.1,1.37,-0.621593609,64.7292993,100 - 49.1 - 13 - 2.45 - 0.364,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0030206,Jubanine B,NA,730.3521809,1,8.39385,Only identification found,1,33.1,33.1,437.6546023,782.3277395,717.1230398,162.0752559,747.0484104,370.0525222,189.0685732,947.4353068,591.5120909,609.0497966,307.8237207,528.7758794,146.2394109,472.8513993,525.1954408,524.524379,191.3952559,235.585657,558.1446778,705.8477759,227.1534729,716.5313405,612.3261732,1365.90503,628.3636957,621.0297577,660.8381382,99.20306492,152.7444158,554.3850093,261.3871813,140.6929622,0,526.449208,322.7443886,392.4988089,285.936615,368.8105452,472.0328091,1242.227172,1101.781143,836.0702957,580.2468013,692.783804,159.2323608,519.9426226,298.5885332,360.1614896,226.1985154,361.09504,151.7515249,916.7775231,399.5705853,752.3924201,266.711791,362.0920715,562.7004375,57.07571411,229.9629829,147.6405039
8.33_478.2166m/z,HMDB0252710,*,M-H,C27H33N3O3S,33.7,0,-0.746108687,69.47443456,100 - 31.6 - 9.96 - 2.06 - 0.321,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0252710,(S)-Methyl 2-(4-(((R)-2-amino-3-mercaptopropyl)amino)-2-(naphthalen-1-yl)benzamido)-4-methylpentanoate,NA,478.2166289,1,8.328216667,Only identification found,1,33.7,33.7,0,0,0,0,20.54603577,96.24363656,0,16.79207842,0,0,0,0,14.72764587,0,17.14622498,17.10133409,48.45599566,0,12.79779005,0,0,0,16.6085968,70.90418366,0,0,0,28.15254307,0,0,0,0,0,0,14.11661921,13.51153612,0,0,0,36.47802071,45.72676039,68.72947693,17.58529663,0,0,0,0,0,0,0,0,74.31782992,0,10.15495324,0,0,0,0,0,0
8.33_561.0220m/z,HMDB0247192,*,2M-H,C11H14Cl3NO,27.2,0,1.863401027,38.36950113,100 - 12.5 - 96.8 - 12 - 31.5 - 3.87 - 3.55 - 0.422,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0247192,"N-(2-(2,4,6-Trichlorophenoxy)ethyl)propan-1-amine",NA,561.0219652,1,8.328216667,Only identification found,1,27.2,27.2,798.2917557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.33_561.1666m/z,HMDB0247799,*,2M-H,C10H20NO4PS,35.3,0,6.705028138,83.99463937,100 - 12.4 - 6.04 - 0.648,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0247799,Propan-2-yl 3-[ethylamino(methoxy)phosphinothioyl]oxybut-2-enoate,NA,561.1666244,1,8.328216667,Only identification found,1,35.3,35.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.33_337.2354m/z,HMDB0033438,*,2M+Hac-H,C7H13N3,38.8,0,-1.096685756,95.10961407,100 - 8.82 - 0.346,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0033438,"Na,Na-Dimethylhistamine",NA,337.2354407,1,8.332016667,Only identification found,1,38.8,38.8,822.9029845,872.6329059,853.9574747,1019.89443,805.5610682,283.6404183,618.4783064,702.1966076,907.6178992,916.7036211,955.1985278,280.8031008,798.6872755,563.2286049,239.0242545,789.31018,478.0635363,250.1343285,551.4824029,636.3293291,621.8673101,742.6062947,522.1242988,732.1619379,299.248925,956.2576449,419.0017506,157.6488327,703.2017537,182.3369135,500.3694906,540.3708534,735.9529169,1111.568626,344.4796678,631.7278963,461.9486089,293.9659754,210.6688993,514.3836711,869.6842881,722.655939,1276.207165,2311.693063,984.4277047,745.45672,952.1909843,821.5287674,427.4346572,599.4722741,543.7555065,339.4440613,197.7691909,545.317801,386.9225886,525.4401233,806.7523212,230.4380222,783.4219388,895.1036442
8.33_453.1577m/z,HMDB0254171,*,M-H2O-H,C26H24N4O5,38.1,0,1.810594997,92.58107148,100 - 30 - 5.39 - 0.715,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0254171,Lotamilast,NA,453.1576837,1,8.332016667,Only identification found,1,38.1,38.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010789204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.33_428.8864m/z,HMDB0243846,*,M+Cl,C15H10Cl4O2S,24,0,3.762860386,24.28915418,74.5 - 12.8 - 100 - 17.1 - 51.8 - 8.71 - 12.7 - 2.09 - 1.44 - 0.224,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0243846,"1-Chloro-4-(2,2-dichloro-1-(4-chlorophenyl)ethenyl)-3-(methylsulfonyl)benzene",NA,428.8864449,1,8.328216667,Only identification found,1,24,24,522.3631364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.50759961,0,0,0,0,0,0
8.32_881.5941m/z,HMDB0241996,*,2M-H,C26H39N3O3,34.6,0.497,3.540510366,76.55436972,100 - 29.8 - 4.9 - 0.579,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0241996,N-Arachidonoyl Histidine,NA,881.5941327,1,8.3206,Only identification found,1,34.6,34.6,512.0711933,524.4245737,507.8062627,1383.865721,242.3421316,0,102.4230247,1023.260666,2142.858047,315.6369923,1350.69427,83.26397705,48.46783447,0,350.717927,498.5774467,0,66.85092533,674.6375379,25.35461426,253.0259468,395.3346385,40.87075901,0,0,604.0272153,321.5861206,0,573.5455111,41.76480103,120.4136667,297.8116122,1661.741523,417.5019524,0,151.7263999,246.3104565,1263.751603,85.69274902,112.1740286,80.05209327,31.12020922,3072.608843,293.8694829,1578.393224,584.9538737,741.1761085,210.8724892,1005.216989,286.2264645,236.2177454,0,43.57473707,23.54293847,149.380928,0,87.39774778,173.6176918,485.6348973,74.44052029
8.32_724.3050m/z,HMDB0060520,*,M+Hac-H,C27H49N9O10S2,34.6,0,0.900470014,73.99512903,100 - 35 - 17.1 - 4.47 - 1.14 - 0.225,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0060520,Trypanothione,NA,724.3050321,1,8.324416667,Only identification found,1,34.6,34.6,16.38156128,133.0629646,117.1740376,66.4941316,131.125104,36.16424238,20.98197982,143.9270683,120.404541,38.68509003,31.13864136,168.5190298,62.04147339,151.6124555,45.91514997,40.67483521,0,0,29.97427416,44.81076602,25.75787268,105.7110304,12.59576464,233.7916861,77.01432629,27.16329956,30.90203857,42.55160522,0,87.40802002,0,0,0,60.19821119,89.17940638,152.5371359,72.25329542,101.0999756,29.16696167,102.5332263,111.6127513,89.57188793,108.8730882,55.9231141,48.2895503,158.961346,216.1016631,95.53051805,11.57745314,0,0,44.63024902,121.9277898,160.8797374,126.6735628,40.02215451,152.0205571,0,0,10.44094849
8.36_473.3604m/z,HMDB0252022,*,2M-H,C13H23N3O,38.3,0,-1.081618713,92.56507073,100 - 15.5 - 1.32,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0252022,Ethoxybenzyl diethylenetriamine,NA,473.3604352,1,8.355816667,Only identification found,1,38.3,38.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.9770827,0,0,0,0,0,0,0,0,0,10.48204508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.99889636,0,0,0
8.36_513.3900m/z,HMDB0013272,*,2M-H,C14H27NO3,36.9,0,-1.84177042,86.52667134,100 - 15.9 - 1.8 - 0.153,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0013272,N-Lauroylglycine,NA,513.3899636,1,8.359616667,Only identification found,1,36.9,36.9,0,0,10.96130465,0,0,239.0173945,0,0,0,0,30.47754152,111.3266597,273.6861245,211.4661255,0,0,169.3478398,55.21795654,0,199.9460575,0,0,0,249.6583435,0,0.068589374,0,77.9007606,0,153.013855,0,0,0,0,153.4092712,168.5178227,0,0,0,270.9425807,0,0,0.404190993,0,15.30135211,0,2.742867297,0,0,0,151.8793335,201.8544624,136.6740727,173.4127198,76.82479715,252.2456538,188.0636914,0,0,227.2068195
8.33_590.3328m/z,HMDB0259783,*,M-H,C32H49NO9,35,0,-1.141506167,76.26739135,100 - 35.9 - 8.1 - 1.37 - 0.188,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0259783,veratrine,NA,590.3327807,1,8.332016667,Only identification found,1,35,35,1879.219594,848.2621749,634.7614253,660.4338532,2630.151332,1129.929637,1328.017836,1275.60556,1317.511817,628.3041219,1250.260668,691.7416005,1033.113049,306.1033195,1611.758662,1927.327742,795.1443826,2548.306526,1518.831072,610.1193133,1139.389059,1834.975907,2022.171974,731.7965173,2794.176587,1239.256719,1339.706138,253.3620449,1782.693695,368.8200596,1701.915409,797.5236748,338.7997743,782.2222139,264.6501177,543.4098184,1264.749593,1972.579762,2362.433986,436.4700876,3604.130817,4160.277933,1717.338568,1524.503933,926.5804084,680.1099555,724.6574411,624.5675929,618.659457,2153.190538,176.1361517,629.5197549,337.7416892,312.0580645,202.276706,198.6336226,384.0982743,1510.560365,816.2280006,294.7809725
8.33_608.3577m/z,HMDB0256378,*,M-H,C29H56NO10P,37.9,8.5,1.380872044,82.60557873,100 - 32.8 - 7.25 - 1.2 - 0.165,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0256378,2-O-Glutaroyl-1-O-palmitoyl-sn-glycero-3-phosphocholine,NA,608.3577486,1,8.332016667,Only identification found,1,37.9,37.9,692.2935314,1010.176228,261.1512699,207.6880693,754.9086085,1782.434098,291.4527833,786.7308144,251.1450364,667.5743859,490.6644962,1746.355939,740.2232927,304.5367947,866.6651409,554.4561173,123.5107935,500.5418538,507.7326629,910.2644217,1671.568077,274.7125523,558.4582524,300.6019537,1092.619879,531.2203168,712.3551531,237.3119037,716.2364954,457.2447505,552.2555252,1995.044217,304.8290391,1122.696707,754.8609319,324.2222285,845.3381652,582.5709183,476.3702433,212.3547985,380.3213133,152.5314707,655.8028811,246.7977437,1890.404431,623.0689492,862.8179094,994.7710142,696.0610323,344.0549594,398.2852783,139.6330137,176.9838912,292.2758694,178.3151259,108.9141233,302.7321494,1295.921444,1897.684387,220.5235749
8.34_630.3788m/z,HMDB0034194,*,M+Cl,C33H57NO8,38.2,19.2,1.587953138,73.8831863,100 - 37 - 8.3 - 1.38 - 0.187,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0034194,Jurubine,NA,630.3787646,1,8.339633333,Only identification found,1,38.2,38.2,341.9020822,205.0882034,213.887414,228.8263243,111.4174226,105.6197909,137.8454518,130.4539596,81.61274448,200.7029248,341.7152976,78.32975501,34.96817017,0,13.62466383,72.17681837,27.62765503,40.02324359,68.64294991,38.5136958,173.9614163,255.5686423,85.02651978,65.2663259,16.75445557,110.5124216,16.7593689,0,88.89242307,43.51523591,50.86843872,108.5381902,0,53.41281176,0,40.1385414,92.76434414,63.84895686,17.52093506,82.63494756,128.6538696,0,100.3416294,80.81732225,125.6655304,157.6952851,201.7177311,105.6059324,61.01667757,32.87418638,0,0,10.26984633,98.19351238,0,0,0,97.42473949,83.72565975,0
8.35_518.2875m/z,HMDB0033617,*,M-H,C27H41N3O7,36.8,1.23,0.552893461,83.62999017,100 - 31 - 6.09 - 0.896 - 0.107,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0033617,Vignatic acid B,NA,518.2874613,1,8.3482,Only identification found,1,36.8,36.8,436.87393,735.3046608,309.3147284,747.9864788,27.5989995,140.8671269,349.4460449,366.2328501,228.9743037,252.7988892,82.49731398,35.20343018,150.0643005,9.864623547,112.2580525,201.8630821,164.8994063,26.13943481,212.0549316,88.30224609,79.73718262,133.1167612,144.4647217,77.03151126,31.62158251,79.34301805,181.9673157,12.42657471,45.72412109,74.76834154,117.3706432,150.8247066,68.21960497,203.8509808,144.8997498,92.66543579,90.75918674,37.11953735,66.56933594,75.34561157,84.35232544,0,13.81570435,186.5912786,358.0793384,260.2743835,235.7050171,425.6415386,76.10257006,38.41860962,36.49108839,276.5618896,88.74951172,236.0626315,22.97290039,288.0150409,39.50750732,101.5725403,151.0847473,10.09185791
8.35_554.0495m/z,HMDB0252406,*,M-H,C22H17Cl2F6N3O3,29.4,0,2.915001431,50.36392428,100 - 25.2 - 67.6 - 16.5 - 12.6 - 2.83 - 0.395,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0252406,Fluralaner,NA,554.0494577,1,8.3482,Only identification found,1,29.4,29.4,0,0,0,112.5309126,0,0,0,0,0,274.4092062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.08166599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.2007131,0,0,0,0,0,0,0,0,0,0,0,18.40111121,103.0978394,0,0,0,0,0
8.10_529.2490m/z,HMDB0257168,*,M+Hac-H,C26H41O9P,35.3,0,0.406394842,76.99263769,100 - 28.9 - 5.88 - 0.895 - 0.113,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0257168,Ret-P-man,NA,529.2490342,1,8.096166667,Only identification found,1,35.3,35.3,10.50948158,14.25660692,10.59354369,4.400258721,17.15424346,3.522612358,11.44273311,4.099111036,12.993118,7.527185522,5.650028741,0.96378211,0.482362345,0,10.63414137,5.969956504,2.487619359,7.36525425,21.21305739,0,5.068922331,4.986848181,27.74139157,0.813595987,5.592090134,7.720358849,2.815382584,0,2.71803352,0.193379771,7.964946629,0.491411707,0.254797215,1.62302699,0.216613808,0.103879326,7.59043644,3.626019685,6.141239386,1.46618252,15.34245768,9.066080774,7.194106927,8.491344801,25.70730884,8.977370566,30.42457917,6.109708267,0.522193711,6.982883324,0,0.915891636,0,1.528421398,0,0,0.024711686,5.971696441,3.679110064,0
8.10_372.2755m/z,HMDB0061639,*,M-H,C20H39NO5,37.8,0,-0.175953438,89.13713701,100 - 22.6 - 3.47 - 0.4,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0061639,3-hydroxytridecanoyl carnitine,NA,372.2754812,1,8.103783333,Only identification found,1,37.8,37.8,0,10.27085997,0,0,66.4443838,1652.681579,0,0,136.3217496,0,106.3883934,1108.910418,1321.305607,1818.138711,0,0,1308.492573,26.78417969,40.77816456,1746.18744,0,0,9.104049638,2018.315751,0,67.17745972,0,974.4340195,0,1223.084599,265.5828832,0,0,0,1670.620035,1578.325852,0,0,0,1801.844164,80.45520889,0,0,0,72.66151781,0,0,0,0,0,1437.830849,1289.973052,1424.020196,1894.960788,1208.767118,1701.443851,1829.22461,0,0,1737.313812
8.09_590.3470m/z,HMDB0256378,*,M-H2O-H,C29H56NO10P,46.5,40.2,1.124351259,93.91794554,100 - 32.8 - 7.25 - 1.2 - 0.165,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0256378,2-O-Glutaroyl-1-O-palmitoyl-sn-glycero-3-phosphocholine,NA,590.3470276,1,8.088566667,Only identification found,1,46.5,46.5,4900.814925,2439.12937,1965.620457,722.070568,5761.6416,2740.031868,3035.217942,2976.979238,2524.64309,3558.725689,4115.368355,1521.144548,1089.171835,1631.322327,2914.912661,4686.327491,2676.37631,4013.511871,4396.923728,2501.920401,3555.392294,4589.76895,3694.746292,3173.551086,5691.928798,4351.245475,3026.869108,1086.487196,3636.037995,2298.312154,3275.20869,2631.835244,758.7594886,2444.019561,1886.681957,2335.191971,3363.792365,4454.248393,3664.683895,3885.749877,5109.722598,6168.502357,5404.324092,4703.414049,888.9704968,858.5788969,783.9887548,1404.796065,1719.546696,4366.291902,112.7191553,3307.224125,1365.548107,2114.258729,165.0169047,1484.467559,1069.565516,2299.805157,1697.688984,1162.410776
